"name","assignment","length","begin","end","species","species-score","type","type support","subtype","subtype support"
"KY014307","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014306","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014305","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014304","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014303","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014301","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014300","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014299","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014297","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014296","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014295","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014326","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY014311","","9197","0","9197","Zika Virus","","Asian","1000.0","",""
"KY014309","","9989","0","9989","Zika Virus","","Asian","1000.0","",""
"KY014298","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF352141","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF167360","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY817930","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559032","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY558989","","9997","0","9997","Zika Virus","","Asian","1000.0","",""
"KY606271","","10212","60","10272","Zika Virus","","Asian","1000.0","",""
"KY348640","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075939","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY317940","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY317939","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY317938","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY317937","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY317936","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325479","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325478","","10194","78","10272","Zika Virus","","Asian","1000.0","",""
"KY325477","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325476","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325475","","9981","219","10200","Zika Virus","","Asian","1000.0","",""
"KY325474","","10155","30","10185","Zika Virus","","Asian","1000.0","",""
"KY325473","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325472","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325471","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325470","","10064","150","10214","Zika Virus","","Asian","1000.0","",""
"KY325469","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325468","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325467","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325466","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325465","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY325464","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075938","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075937","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075936","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075935","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075934","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075933","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY075932","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX842449","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX838906","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX838905","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX838904","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922708","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922707","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922706","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922705","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922704","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX922703","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX832731","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415991","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415990","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415989","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415988","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415987","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY415986","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF159531","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF098771","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF098770","","9542","0","9542","Zika Virus","","Asian","1000.0","",""
"MF098769","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF098768","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF098767","","10036","0","10036","Zika Virus","","Asian","1000.0","",""
"MF098766","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF098765","","10010","0","10010","Zika Virus","","Asian","1000.0","",""
"MF098764","","10010","0","10010","Zika Virus","","Asian","1000.0","",""
"KY559031","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559030","","10019","0","10019","Zika Virus","","Asian","1000.0","",""
"KY559029","","9418","252","9670","Zika Virus","","Asian","1000.0","",""
"KY559027","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559026","","9996","276","10272","Zika Virus","","Asian","1000.0","",""
"KY559025","","9996","276","10272","Zika Virus","","Asian","1000.0","",""
"KY559024","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559023","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559022","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY559021","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559020","","9366","0","9366","Zika Virus","","Asian","1000.0","",""
"KY559019","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559018","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559017","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559016","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY559015","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559014","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559013","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559012","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559011","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559010","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559009","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559008","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY559007","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559006","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559005","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559004","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559003","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559002","","8766","0","8766","Zika Virus","","Asian","1000.0","",""
"KY559001","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY559000","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY558999","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY558998","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY558997","","9372","276","9648","Zika Virus","","Asian","1000.0","",""
"KY558996","","9997","0","9997","Zika Virus","","Asian","1000.0","",""
"KY558995","","9997","0","9997","Zika Virus","","Asian","1000.0","",""
"KY558994","","9648","0","9648","Zika Virus","","Asian","1000.0","",""
"KY558993","","8766","0","8766","Zika Virus","","Asian","1000.0","",""
"KY558992","","9366","0","9366","Zika Virus","","Asian","1000.0","",""
"KY558991","","9090","276","9366","Zika Virus","","Asian","1000.0","",""
"KY558990","","8766","0","8766","Zika Virus","","Asian","1000.0","",""
"KY241788","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241787","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241786","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241785","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241784","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241783","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241782","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241781","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241780","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241779","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241778","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241777","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241776","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241775","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241774","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241773","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241772","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241771","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241770","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241769","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241768","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241767","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241766","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241765","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241764","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241763","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241762","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241761","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241760","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241759","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241758","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241757","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241756","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241755","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241754","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241753","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241752","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241751","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241750","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241749","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241748","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241747","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241746","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241745","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241744","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241743","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241742","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241741","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241740","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241739","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241738","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241737","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241736","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241735","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241734","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241733","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241732","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241731","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241730","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241729","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241728","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241727","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241726","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241725","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241724","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241723","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241722","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241721","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241720","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241719","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241718","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241717","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241716","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241715","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241714","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241713","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241712","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241711","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241710","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241709","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241708","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241707","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241706","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241705","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241704","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241703","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241702","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241701","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241700","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241699","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241698","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241697","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241696","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241695","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241694","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241693","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241692","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241691","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241690","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241689","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241688","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241687","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241686","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241685","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241684","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241683","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241682","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241681","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241680","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241679","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241678","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241677","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241676","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241675","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241674","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241673","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY241671","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"MF036115","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX986761","","10005","267","10272","Zika Virus","","Asian","1000.0","",""
"KX986760","","10014","258","10272","Zika Virus","","Asian","1000.0","",""
"KY989511","","10272","1","10260","Zika Virus","","African","1000.0","",""
"KY989971","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY967711","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX051562","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX051561","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX051560","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY927808","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY648934","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX013000","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU997667","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX806557","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765327","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765326","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765325","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765324","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765323","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765322","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765321","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765320","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765318","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY765317","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU926309","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU926310","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY631494","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY631493","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY693680","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY693679","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY693678","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY693677","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY693676","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX830930","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX601166","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KY631492","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX827268","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY606274","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY606273","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY606272","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY328289","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX421195","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX421194","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX421193","","10269","1","10257","Zika Virus","","African","1000.0","",""
"KY120349","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY120348","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX197192","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY272991","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU761561","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU761560","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY288905","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KY348860","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KY328290","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY272987","","10272","4","10276","Zika Virus","","Asian","1000.0","",""
"KX051563","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX694534","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX694533","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX694532","","10272","4","10276","Zika Virus","","Asian","1000.0","",""
"KX446951","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX446950","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX198135","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX198134","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KX156776","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX156775","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX156774","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX087102","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX087101","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU963574","","10254","0","10254","Zika Virus","","African","1000.0","",""
"KU963573","","10260","0","10260","Zika Virus","","African","1000.0","",""
"KX269878","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY003154","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KY003153","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KR872956","","10278","-6","10272","Zika Virus","","Asian","1000.0","",""
"LC190723","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU820897","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX101067","","10209","63","10272","Zika Virus","","Asian","1000.0","",""
"KX101066","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX101065","","9872","273","10145","Zika Virus","","Asian","1000.0","",""
"KX101064","","9999","273","10272","Zika Virus","","Asian","1000.0","",""
"KX101063","","10103","156","10259","Zika Virus","","Asian","1000.0","",""
"KX101062","","9999","273","10272","Zika Virus","","Asian","1000.0","",""
"KX101061","","10209","63","10272","Zika Virus","","Asian","1000.0","",""
"KX101060","","10032","240","10272","Zika Virus","","Asian","1000.0","",""
"KU940228","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU940227","","10251","21","10272","Zika Virus","","Asian","1000.0","",""
"KU940224","","10224","48","10272","Zika Virus","","Asian","1000.0","",""
"KU527068","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX830960","","10272","1","10260","Zika Virus","","African","1000.0","",""
"KX856011","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX811222","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX827309","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX197205","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX813683","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KJ776791","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX766029","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX766028","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX673530","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX520666","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX266255","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX601169","","10260","0","10260","Zika Virus","","African","1000.0","",""
"KX601168","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX601167","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX548902","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU707826","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX369547","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX377337","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX377336","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX377335","","10272","1","10260","Zika Virus","","African","1000.0","",""
"KU866423","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU647676","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU758877","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU955595","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KU955594","","10260","0","10260","Zika Virus","","African","1000.0","",""
"KU955593","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU955592","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KU955591","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KU681082","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU681081","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX262887","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX253996","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX247646","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX185891","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU937936","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU744693","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX117076","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU509998","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KX056898","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU955590","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU955589","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU963796","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU321639","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU991811","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU870645","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU922960","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU922923","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU820898","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU740184","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU820899","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU853013","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU853012","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU729217","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU761564","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU720415","","10272","1","10260","Zika Virus","","African","1000.0","",""
"KU497555","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU501217","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU501216","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU501215","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU365780","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU365779","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU365778","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU365777","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KU312312","","10272","0","10272","Zika Virus","","Asian","1000.0","",""
"KF268950","","10269","0","10269","Zika Virus","","African","1000.0","",""
"KF268949","","10254","0","10254","Zika Virus","","African","1000.0","",""
"KF268948","","10269","0","10269","Zika Virus","","African","1000.0","",""
"KF993678","","10141","115","10256","Zika Virus","","Asian","1000.0","",""
"LC002520","","10272","1","10260","Zika Virus","","African","1000.0","",""
"KF383121","","9981","0","9981","Zika Virus","","African","1000.0","",""
"KF383119","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KF383118","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KF383117","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KF383116","","10272","0","10272","Zika Virus","","African","1000.0","",""
"KF383115","","10272","0","10272","Zika Virus","","African","1000.0","",""
"JN860885","","10269","0","10269","Zika Virus","","Asian","1000.0","",""
"HQ234501","","10269","0","10269","Zika Virus","","African","1000.0","",""
