accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details
LC331561	10272.0	108.0	10379.0	Asian	2016	Japan	Homo sapiens	genomic RNA	3216DP137		Zika virus	Tokyo	
KX280026	10272.0	108.0	10379.0	Asian	2015	Brazil	Homo sapiens	genomic RNA		27555311	Zika virus		
MF801426	10272.0	108.0	10379.0	Asian	25-Jul-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus		
MF801425	10048.0	234.0	10281.0	Asian	24-Jun-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus		
MF801424	9592.0	591.0	10182.0	Asian	01-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Yucatan	
MF801423	10272.0	108.0	10379.0	Asian	30-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801422	9898.0	474.0	10371.0	Asian	01-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801421	9751.0	492.0	10242.0	Asian	01-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801420	10272.0	108.0	10379.0	Asian	04-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801419	10020.0	348.0	10367.0	Asian	01-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801418	10272.0	108.0	10379.0	Asian	30-Jun-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801417	10272.0	108.0	10379.0	Asian	01-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801416	9837.0	543.0	10379.0	Asian	Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801415	10215.0	165.0	10379.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801414	10272.0	108.0	10379.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801413	10272.0	108.0	10379.0	Asian	07-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801412	10272.0	108.0	10379.0	Asian	07-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801411	9945.0	435.0	10379.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801410	10272.0	108.0	10379.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801409	10272.0	108.0	10379.0	Asian	Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801408	10272.0	108.0	10379.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801407	10272.0	108.0	10375.0	Asian	05-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Oaxaca	
MF801406	10272.0	108.0	10379.0	Asian	07-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Oaxaca	
MF801405	9755.0	621.0	10375.0	Asian	09-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801404	10272.0	108.0	10379.0	Asian	08-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Guerrero	
MF801403	10272.0	108.0	10379.0	Asian	25-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801402	10272.0	108.0	10379.0	Asian	26-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801401	10212.0	168.0	10379.0	Asian	23-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801400	10026.0	354.0	10379.0	Asian	20-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801399	10011.0	369.0	10379.0	Asian	20-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801398	10272.0	108.0	10379.0	Asian	20-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801397	10188.0	192.0	10379.0	Asian	20-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Campeche	
MF801396	10272.0	108.0	10379.0	Asian	17-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801395	10272.0	108.0	10379.0	Asian	09-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801394	9882.0	498.0	10379.0	Asian	03-May-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801393	10044.0	336.0	10379.0	Asian	22-Apr-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Chiapas	
MF801392	9444.0	936.0	10379.0	Asian	13-Aug-2016	Mexico	Homo sapiens	genomic RNA			Zika virus		
MF801391	10272.0	108.0	10379.0	Asian	06-Jul-2016	Mexico	Homo sapiens	genomic RNA			Zika virus	Oaxaca	
MF801390	10045.0	186.0	10230.0	Asian	2016	Mexico	Homo sapiens	genomic RNA			Zika virus		
MF801389	10272.0	108.0	10379.0	Asian	10-May-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801388	9852.0	501.0	10352.0	Asian	25-Apr-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801387	10272.0	108.0	10379.0	Asian	29-Mar-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801386	10170.0	210.0	10379.0	Asian	24-Feb-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801385	10098.0	282.0	10379.0	Asian	12-Feb-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801384	10272.0	108.0	10379.0	Asian	03-Feb-2016	Honduras	Homo sapiens	genomic RNA			Zika virus	Roatan	
MF801383	10242.0	138.0	10379.0	Asian	03-Jun-2016	Honduras	Homo sapiens	genomic RNA			Zika virus		
MF801382	9978.0	402.0	10379.0	Asian	2016	Honduras	Homo sapiens	genomic RNA			Zika virus		
MF801381	10272.0	108.0	10379.0	Asian	2016	Honduras	Homo sapiens	genomic RNA			Zika virus		
MF801380	10218.0	162.0	10379.0	Asian	11-Apr-2016	Guatemala	Homo sapiens	genomic RNA			Zika virus		
MF801379	9725.0	489.0	10213.0	Asian	18-Jun-2016	Guatemala	Homo sapiens	genomic RNA			Zika virus		
MF801378	10272.0	108.0	10379.0	Asian	21-Jul-2016	Guatemala	Homo sapiens	genomic RNA			Zika virus		
MF801377	10086.0	294.0	10379.0	Asian	22-Feb-2016	El Salvador	Homo sapiens	genomic RNA			Zika virus		
KX906952	10272.0	108.0	10379.0	Asian	16-Apr-2016	Honduras	Homo sapiens	genomic RNA			Zika virus		
LC191864	10272.0	108.0	10379.0	Asian	2016-04-21	Japan	Homo sapiens	genomic RNA	ZIKV/Hu/Chiba/S36/2016	28367888	Zika virus	Chiba	
MF794971	10272.0	108.0	10379.0	Asian	01-May-2016	Ecuador	Homo sapiens	genomic RNA	ZIKV/EC/Esmeraldas/121/2016		Zika virus		
MF692778	10272.0	108.0	10379.0	Asian	Oct-2016	Taiwan	Homo sapiens	genomic RNA			Zika virus		
MF664436	10272.0	108.0	10379.0	Asian	25-Aug-2016	Russia	Homo sapiens	genomic RNA			Zika virus	Moscow	female
KX879604	10272.0	108.0	10379.0	Asian	Apr-2016	Ecuador	Homo sapiens	genomic RNA	ZIKV/EC/Esmeraldas/089/2016	28232448	Zika virus	Esmeraldas	
KX879603	10272.0	108.0	10379.0	Asian	Apr-2016	Ecuador	Homo sapiens	genomic RNA	ZIKV/EC/Esmeraldas/062/2016	28232448	Zika virus	Esmeraldas	
MF593625	10272.0	108.0	10379.0	Asian	14-Sep-2016	China	Homo sapiens	genomic RNA			Zika virus		
MF574588	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00035/2015		Zika virus	Barranquilla	
MF574587	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/PAN_00030/2015		Zika virus	Barranquilla	
MF574586	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00038/2015		Zika virus	Barranquilla	
MF574585	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/PAN_00029/2015		Zika virus	Barranquilla	
MF574584	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00040/2015		Zika virus	Barranquilla	
MF574583	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00041/2015		Zika virus	Barranquilla	
MF574582	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00036/2015		Zika virus	Barranquilla	
MF574581	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00034/2015		Zika virus	Barranquilla	
MF574580	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00042/2015		Zika virus	Barranquilla	
MF574579	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/PRV_00027/2015		Zika virus	Barranquilla	
MF574578	10272.0	108.0	10379.0	Asian	Dec-2016	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/PRV_00028/2015		Zika virus	Barranquilla	
MF574577	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00020/2015		Zika virus	Barranquilla	
MF574576	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00014/2015		Zika virus	Barranquilla	
MF574575	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00016/2015		Zika virus	Barranquilla	
MF574574	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00019/2015		Zika virus	Barranquilla	
MF574573	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00018/2015		Zika virus	Barranquilla	
MF574572	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00009/2015		Zika virus	Barranquilla	
MF574571	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00005/2015		Zika virus	Barranquilla	
MF574570	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00010/2015		Zika virus	Barranquilla	
MF574569	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00024/2015		Zika virus	Barranquilla	
MF574568	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00012/2015		Zika virus	Barranquilla	
MF574567	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00015/2015		Zika virus	Barranquilla	
MF574566	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00023/2015		Zika virus	Barranquilla	
MF574565	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00011/2015		Zika virus	Barranquilla	
MF574564	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00026/2015		Zika virus	Barranquilla	
MF574563	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00025/2015		Zika virus	Barranquilla	
MF574562	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00008/2015		Zika virus	Barranquilla	
MF574561	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00004/2015		Zika virus	Barranquilla	
MF574560	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00003/2015		Zika virus	Barranquilla	
MF574559	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00002/2015		Zika virus	Barranquilla	
MF574558	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00013/2015		Zika virus	Barranquilla	
MF574557	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00007/2015		Zika virus	Barranquilla	
MF574556	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00021/2015		Zika virus	Barranquilla	
MF574555	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00006/2015		Zika virus	Barranquilla	
MF574554	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00022/2015		Zika virus	Barranquilla	
MF574553	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00017/2015		Zika virus	Barranquilla	
MF574552	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA	ZIKV/Homo sapiens/COL/FLR_00001/2015		Zika virus	Barranquilla	
KU179098	10272.0	108.0	10379.0	Asian	30-Dec-2014	Indonesia	Homo sapiens	genomic RNA		27088970,28755588	Zika virus	Jambi	
KY962729	9063.0	1302.0	10376.0	Asian	Apr-2016	South Korea	Homo sapiens	genomic RNA		28795266	Zika virus		
KY553111	10260.0	108.0	10379.0	Asian	Apr-2016	South Korea	Homo sapiens	genomic RNA		28795266	Zika virus		
MF434522	10272.0	108.0	10379.0	Asian	29-Aug-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434521	10272.0	108.0	10379.0	Asian	19-Jul-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434520	10272.0	108.0	10379.0	Asian	07-Feb-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434519	10047.0	237.0	10154.0	Asian	22-Jul-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434518	10272.0	108.0	10379.0	Asian	26-Aug-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434517	10272.0	108.0	10379.0	Asian	19-Aug-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF434516	10272.0	108.0	10379.0	Asian	05-Aug-2016	Nicaragua	Homo sapiens	genomic RNA			Zika virus	Managua	
MF438286	10272.0	108.0	10379.0	Asian	12-Feb-2017	Cuba	Homo sapiens	genomic RNA	Zika virus/Homo sapiens/Cuba 2017		Zika virus		microcephaly fetus
KY126351	10272.0	108.0	10379.0	Asian	May-2016	Taiwan	Homo sapiens	genomic RNA			Zika virus		
KY785484	10272.0	108.0	10379.0	Asian	06-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785483	8804.0	393.0	9196.0	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785481	9989.0	108.0	10096.0	Asian	12-Apr-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785480	10008.0	372.0	10379.0	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785479	10272.0	108.0	10379.0	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785477	9394.0	375.0	9768.0	Asian	09-Jun-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander	
KY785476	10272.0	108.0	10379.0	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785475	10272.0	108.0	10379.0	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785474	10272.0	108.0	10379.0	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY785473	10003.0	108.0	10110.0	Asian	15-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785471	10113.0	108.0	10220.0	Asian	03-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785470	10272.0	108.0	10379.0	Asian	18-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785469	10272.0	108.0	10379.0	Asian	05-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander	
KY785466	10272.0	108.0	10379.0	Asian	28-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander	
KY785465	10272.0	108.0	10379.0	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785464	10272.0	108.0	10379.0	Asian	13-Apr-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785463	10272.0	108.0	10379.0	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785462	10272.0	108.0	10379.0	Asian	26-Jun-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785461	10272.0	108.0	10379.0	Asian	31-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785460	9382.0	393.0	9774.0	Asian	30-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785459	10272.0	108.0	10379.0	Asian	15-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785458	9990.0	390.0	10379.0	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785457	10272.0	108.0	10379.0	Asian	01-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY785456	10272.0	108.0	10379.0	Asian	15-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785455	10272.0	108.0	10379.0	Asian	06-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785454	8514.0	372.0	8885.0	Asian	05-Aug-2016		Homo sapiens	genomic RNA		28538734	Zika virus		
KY785453	10272.0	108.0	10379.0	Asian	10-May-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785452	10272.0	108.0	10379.0	Asian	07-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785451	10272.0	108.0	10379.0	Asian	22-Mar-2016	Martinique	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785450	10272.0	108.0	10379.0	Asian	12-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785449	10272.0	108.0	10379.0	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785448	10272.0	108.0	10379.0	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785447	10272.0	108.0	10379.0	Asian	22-Sep-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785446	10008.0	372.0	10379.0	Asian	22-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785445	10272.0	108.0	10379.0	Asian	19-Jul-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY785444	10272.0	108.0	10379.0	Asian	31-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785443	10008.0	372.0	10379.0	Asian	01-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY785442	10272.0	108.0	10379.0	Asian	04-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785441	10272.0	108.0	10379.0	Asian	13-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785439	10272.0	108.0	10379.0	Asian	08-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785438	8475.0	1905.0	10379.0	Asian	26-Sep-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785437	10272.0	108.0	10379.0	Asian	14-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785436	10008.0	372.0	10379.0	Asian	15-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785435	10272.0	108.0	10379.0	Asian	07-Jul-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785434	9377.0	108.0	9484.0	Asian	17-Aug-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785433	10272.0	108.0	10379.0	Asian	08-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785432	10272.0	108.0	10379.0	Asian	12-Oct-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785431	10008.0	372.0	10379.0	Asian	13-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785430	10272.0	108.0	10379.0	Asian	28-Sep-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785429	10272.0	108.0	10379.0	Asian	14-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785428	9708.0	672.0	10379.0	Asian	13-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785427	10272.0	108.0	10379.0	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785426	10272.0	108.0	10379.0	Asian	04-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785425	10008.0	372.0	10379.0	Asian	04-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785424	10272.0	108.0	10379.0	Asian	10-Jul-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785423	10272.0	108.0	10379.0	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785420	10272.0	108.0	10379.0	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785419	10272.0	108.0	10379.0	Asian	13-Jun-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785418	10272.0	108.0	10379.0	Asian	13-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785417	10272.0	108.0	10379.0	Asian	06-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander	
KY785416	10008.0	372.0	10379.0	Asian	28-Apr-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785415	10272.0	108.0	10379.0	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY785414	10272.0	108.0	10379.0	Asian	28-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY785413	10272.0	108.0	10379.0	Asian	06-Oct-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus		
KY785412	10272.0	108.0	10379.0	Asian	22-Jul-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY785410	10272.0	108.0	10379.0	Asian	27-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY785409	8778.0	108.0	8885.0	Asian	04-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014302	10272.0	108.0	10379.0	Asian	21-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014318	10272.0	108.0	10379.0	Asian	27-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014327	10272.0	108.0	10379.0	Asian	09-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014325	10272.0	108.0	10379.0	Asian	02-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY014321	10272.0	108.0	10379.0	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014320	10272.0	108.0	10379.0	Asian	23-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014319	10272.0	108.0	10379.0	Asian	30-Apr-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014317	10272.0	108.0	10379.0	Asian	21-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014316	10272.0	108.0	10379.0	Asian	17-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY014315	10272.0	108.0	10379.0	Asian	06-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014314	10272.0	108.0	10379.0	Asian	14-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014313	10272.0	108.0	10379.0	Asian	05-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014312	10272.0	108.0	10379.0	Asian	13-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014310	10272.0	108.0	10379.0	Asian	09-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014308	10272.0	108.0	10379.0	Asian	23-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014307	10272.0	108.0	10379.0	Asian	28-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014306	10272.0	108.0	10379.0	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
